#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
CHLV2  36.905  -75.713 2014 08 23 04 00  60   6.7   6.7   MM  MM   MM  MM 1015.1  +0.0  24.4    MM  24.3   MM     MM
CHNO3  43.345 -124.329 2014 08 23 04 30  10   2.1    MM   MM  MM   MM  MM 1019.0    MM  13.5    MM  11.7   MM     MM
CHTS1  32.781  -79.924 2014 08 23 04 48 220   2.6   3.1   MM  MM   MM  MM 1014.6    MM  29.5  30.3    MM   MM     MM
CHYV2  36.926  -76.007 2014 08 23 04 48  40   6.7   6.7   MM  MM   MM  MM 1013.6    MM  24.4    MM    MM   MM     MM
CHYW1  48.863 -122.759 2014 08 23 04 48  MM   0.0   0.5   MM  MM   MM  MM 1018.1    MM  16.2    MM    MM   MM     MM
CLKN7  34.622  -76.525 2014 08 23 04 00 360   3.1   3.6   MM  MM   MM  MM 1013.7  +0.0  28.3    MM    MM   MM     MM
CLSM4  42.471  -82.877 2014 08 23 05 00  20   2.6   3.6   MM  MM   MM  MM 1017.3  +0.7  20.8    MM    MM   MM     MM
CMAN4  38.968  -74.960 2014 08 23 04 48  60   1.5   2.6   MM  MM   MM  MM 1015.4    MM  20.6  26.7    MM   MM     MM
CMTI2  41.730  -87.538 2014 08 23 04 48 240   1.5   1.5   MM  MM   MM  MM 1014.0    MM  25.1    MM  23.6   MM     MM
CNDO1  41.542  -81.637 2014 08 23 04 48  70   1.5   2.1   MM  MM   MM  MM 1015.7    MM  22.3    MM  19.3   MM     MM
CNII2  41.856  -87.609 2014 08 23 05 00 360   0.5   1.5   MM  MM   MM  MM     MM    MM  23.1    MM    MM   MM     MM
COVM2  38.402  -76.385 2014 08 23 04 48 130   4.1   5.7   MM  MM   MM  MM 1015.9    MM  21.9    MM    MM   MM     MM
CPNT2  28.114  -97.024 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1016.5    MM    MM  30.6    MM   MM     MM
CPTR1  41.717  -71.345 2014 08 23 04 48 360   4.1   4.6   MM  MM   MM  MM 1018.3    MM  18.6  23.2    MM   MM     MM
CRTA1  30.308  -88.140 2014 08 23 04 00 250   4.6    MM   MM  MM   MM  MM 1016.6  +0.3  30.2    MM    MM   MM     MM
CRVA2  60.558 -145.752 2014 08 23 04 48 210   1.5   2.6   MM  MM   MM  MM 1023.0    MM  14.1  12.9    MM   MM     MM
CRYV2  36.888  -76.339 2014 08 23 04 48  60   3.6   4.1   MM  MM   MM  MM 1014.3    MM    MM    MM    MM   MM     MM
CSPA2  58.199 -136.640 2014 08 23 04 00 290   3.1   4.6   MM  MM   MM  MM 1022.0  -0.7  12.8    MM  11.1   MM     MM
CWBF1  27.978  -82.832 2014 08 23 04 48 130   2.1   2.6   MM  MM   MM  MM 1015.6    MM  29.6  32.3    MM   MM     MM
CYGM4  45.650  -84.470 2014 08 23 04 06  MM   0.0   0.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
DBLN6  42.494  -79.354 2014 08 23 05 00  30   2.1   2.6   MM  MM   MM  MM 1015.6  +0.5  21.7    MM    MM   MM     MM
DELD1  39.582  -75.589 2014 08 23 04 48  60   3.1   5.1   MM  MM   MM  MM 1016.6    MM  21.1  25.7    MM   MM     MM
DESW1  47.675 -124.485 2014 08 23 05 00  10   1.5   2.6   MM  MM   MM  MM 1020.3  +0.7  11.1    MM    MM   MM     MM
DISW3  47.079  -90.728 2014 08 23 05 00  60   4.6   5.1   MM  MM   MM  MM 1017.8  +0.4  16.0    MM  15.9   MM     MM
DKCM6  30.356  -88.567 2014 08 23 04 48 250   2.1   3.1   MM  MM   MM  MM 1016.5    MM  30.8    MM    MM   MM     MM
DMSF1  30.387  -81.559 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  29.5    MM   MM     MM
DOMV2  36.962  -76.424 2014 08 23 04 48  40   2.1   5.1   MM  MM   MM  MM 1014.8    MM  25.1    MM    MM   MM     MM
DPIA1  30.250  -88.075 2014 08 23 05 00 260   2.1   2.6   MM  MM   MM  MM 1016.7  +0.6  29.9    MM  24.3   MM     MM
DPXC1  38.056 -122.264 2014 08 23 04 48 230   8.2   9.8   MM  MM   MM  MM 1012.2    MM  16.3    MM    MM   MM     MM
DRFA2  60.553 -152.137 2014 08 23 05 00 180   4.6   5.7   MM  MM   MM  MM 1023.3  +0.0  11.0    MM  11.0   MM     MM
DRSD1  39.089  -75.437 2014 08 23 03 30  20   1.0    MM   MM  MM   MM  MM 1017.0    MM  21.6    MM  17.7   MM     MM
DTLM4  45.993  -83.898 2014 08 23 04 48  20   0.5   1.0   MM  MM   MM  MM 1017.8    MM  17.6    MM  17.6   MM     MM
DUKN7  36.184  -75.746 2014 08 23 04 48  40   5.1   5.7   MM  MM   MM  MM 1013.6    MM  25.5  26.9    MM   MM     MM
DULM5  46.776  -92.092 2014 08 23 04 48  20   1.0   2.1   MM  MM   MM  MM 1017.0    MM  17.6    MM  16.1   MM     MM
EBSW1  47.602 -122.338 2014 08 23 04 48 280   1.5   1.5   MM  MM   MM  MM 1018.9    MM  17.3  14.3    MM   MM     MM
ELFA2  58.193 -136.347 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1022.4    MM    MM  11.0    MM   MM     MM
ELXC1  36.815 -121.738 2014 08 23 03 45 270   3.1    MM   MM  MM   MM  MM 1014.0    MM  16.5    MM  15.5   MM     MM
EMAT2  28.710  -95.914 2014 08 23 04 24 140   4.6   7.2   MM  MM   MM  MM     MM    MM  29.1  31.4    MM   MM     MM
EPTT2  29.481  -94.917 2014 08 23 04 48 190   5.1   6.2   MM  MM   MM  MM 1016.5    MM  29.4  31.3    MM   MM     MM
EROA2  58.971 -135.221 2014 08 23 04 00  40   2.6   4.1   MM  MM   MM  MM 1020.7  -1.0  14.4    MM  11.1   MM     MM
ESPP4  18.094  -65.471 2014 08 23 04 48 170   4.1   6.7   MM  MM   MM  MM 1012.1    MM  26.9  28.2    MM   MM     MM
FAIO1  41.764  -81.281 2014 08 23 04 48  80   2.1   2.6   MM  MM   MM  MM     MM    MM  22.0    MM  18.3   MM     MM
FBIS1  32.684  -79.887 2014 08 23 04 00 210   5.7   6.7   MM  MM   MM  MM 1014.7  +0.0  30.0    MM    MM   MM     MM
FCGT2  28.943  -95.303 2014 08 23 04 48 160   6.2   7.2   MM  MM   MM  MM 1016.7    MM    MM  31.2    MM   MM     MM
FFIA2  57.272 -133.630 2014 08 23 05 00 190   3.1   3.6   MM  MM   MM  MM 1020.3  -0.5  15.1    MM    MM   MM     MM
FHPF1  28.153  -82.801 2014 08 23 03 54 110   2.6   3.6   MM  MM   MM  MM 1016.4    MM  29.6    MM    MM   MM   2.30
FILA2  59.332 -151.995 2014 08 23 05 00 190   4.1   5.1   MM  MM   MM  MM 1023.1  +0.0  14.4    MM  11.0   MM     MM
FMOA1  30.228  -88.024 2014 08 23 04 48 270   4.6   5.1   MM  MM   MM  MM 1016.3    MM  30.2    MM    MM   MM     MM
FMRF1  26.647  -81.871 2014 08 23 04 48  30   2.6   3.6   MM  MM   MM  MM 1016.5    MM  27.3  33.8    MM   MM     MM
FOXR1  41.807  -71.401 2014 08 23 04 48  70   4.1   5.1   MM  MM   MM  MM 1017.9    MM  18.9  22.3    MM   MM     MM
FPKG1  32.035  -80.903 2014 08 23 04 48 210   2.6   3.6   MM  MM   MM  MM 1014.9    MM  28.7    MM    MM   MM     MM
FPTM4  45.619  -86.660 2014 08 23 04 40  50   2.6   4.1   MM  MM   MM  MM 1016.6    MM  19.7    MM    MM   MM     MM
FRDF1  30.675  -81.465 2014 08 23 04 48 210   3.1   3.6   MM  MM   MM  MM 1014.8    MM  28.9  29.8    MM   MM     MM
FRDP4  18.335  -65.631 2014 08 23 04 48 170   3.1   6.2   MM  MM   MM  MM     MM    MM  26.6    MM  24.7   MM     MM
FRDW1  48.545 -123.012 2014 08 23 04 36 240   1.5   2.6   MM  MM   MM  MM 1018.8    MM  12.9  12.2    MM   MM     MM
FRFN7  36.189  -75.739 2014 08 23 03 00  MM    MM    MM  0.5   8   MM  MM     MM    MM    MM    MM    MM   MM     MM
FRVM3  41.704  -71.164 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1018.0    MM  18.7  22.6    MM   MM     MM
FRWL1  29.552  -92.305 2014 08 23 04 48 200   2.6   3.6   MM  MM   MM  MM 1016.8    MM  29.2  31.1    MM   MM     MM
FSKM2  39.219  -76.528 2014 08 23 04 48  80   6.2   6.7   MM  MM   MM  MM 1016.0    MM  22.6    MM    MM   MM     MM
FSTI2  41.976  -87.648 2014 08 23 04 00  20   2.1    MM   MM  MM   MM  MM     MM    MM  23.1    MM    MM   MM     MM
FTGM4  43.007  -82.422 2014 08 23 04 48  10   5.1   6.2   MM  MM   MM  MM 1016.6    MM  18.5    MM  17.9   MM     MM
FTPC1  37.806 -122.466 2014 08 23 04 48 220   3.6   5.7   MM  MM   MM  MM 1013.7    MM  15.1  17.9    MM   MM     MM
FWYF1  25.591  -80.097 2014 08 23 05 00  80   4.1   4.6   MM  MM   MM  MM 1015.7  -1.6  29.7  30.8    MM   MM     MM
GCVF1  29.982  -81.634 2014 08 23 04 48 230   1.5   2.6   MM  MM   MM  MM 1015.2    MM  26.3  30.9    MM   MM     MM
GDMM5  47.749  -90.341 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1017.2    MM    MM    MM    MM   MM     MM
GDXM6  30.359  -88.420 2014 08 23 03 45 270   2.1    MM   MM  MM   MM  MM 1018.0    MM  29.6    MM  25.5   MM     MM
GISL1  29.265  -89.958 2014 08 23 04 48 210   1.5   2.1   MM  MM   MM  MM 1017.5    MM  30.1  32.2    MM   MM     MM
GNJT2  29.357  -94.725 2014 08 23 04 48 190   6.2   7.2   MM  MM   MM  MM     MM    MM  29.3  31.0    MM   MM     MM
GRRT2  29.302  -94.896 2014 08 23 04 48 160   4.1   5.7   MM  MM   MM  MM 1016.5    MM    MM  31.0    MM   MM     MM
GSLM4  44.018  -83.537 2014 08 23 04 40  20   4.1   5.1   MM  MM   MM  MM 1018.6    MM  17.9    MM    MM   MM     MM
GTLM4  45.211  -85.550 2014 08 23 04 40 150   2.1   2.6   MM  MM   MM  MM 1017.3    MM  21.7    MM    MM   MM     MM
GTOT2  29.311  -94.792 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  31.6    MM   MM     MM
GTRM4  47.180  -88.240 2014 08 23 05 00  90   5.1   6.2   MM  MM   MM  MM 1017.6  +0.7  15.6    MM    MM   MM     MM
GTXF1  29.658  -81.233 2014 08 23 03 45 230   1.0    MM   MM  MM   MM  MM 1016.0    MM  25.9    MM  23.4   MM     MM
HBYC1  40.767 -124.217 2014 08 23 04 36 320   2.1   3.1   MM  MM   MM  MM 1015.2    MM  14.5  13.5    MM   MM     MM
HCGN7  35.209  -75.704 2014 08 23 04 48  50   1.5   2.6   MM  MM   MM  MM 1014.3    MM  26.5  27.7    MM   MM     MM
HHLO1  41.401  -82.545 2014 08 23 04 50  MM   0.0   0.5   MM  MM   MM  MM 1015.6    MM  23.0    MM    MM   MM     MM
HIST2  29.595  -94.390 2014 08 23 04 48 170   2.6   3.6   MM  MM   MM  MM 1016.6    MM  28.6  31.1    MM   MM     MM
HLNM4  42.773  -86.213 2014 08 23 04 48  70   4.1   5.7   MM  MM   MM  MM 1015.2    MM    MM    MM    MM   MM     MM
HMRA2  59.601 -151.410 2014 08 23 04 30 260   2.6    MM   MM  MM   MM  MM 1023.0    MM  12.5    MM  11.4   MM     MM
HMSA2  59.602 -151.417 2014 08 23 04 50 240   1.0   1.5   MM  MM   MM  MM 1021.7  +0.0  13.1    MM    MM   MM     MM
HRBM4  43.846  -82.643 2014 08 23 04 48  30   3.1   4.1   MM  MM   MM  MM 1017.0    MM  17.4    MM  17.2   MM     MM
HRVC1  34.469 -120.682 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1013.3    MM    MM    MM    MM   MM     MM
ICAC1  34.008 -118.500 2014 08 23 04 48 280   4.1   4.6   MM  MM   MM  MM 1014.5    MM  19.2  21.9    MM   MM     MM
ICYA2  59.923 -141.359 2014 08 23 05 00  70   2.1   2.6   MM  MM   MM  MM 1022.6  -0.3  10.6    MM   3.6   MM     MM
IIWC1  32.714 -117.177 2014 08 23 04 36 330   3.1   3.6   MM  MM   MM  MM     MM    MM  20.7    MM    MM   MM     MM
ILOH1  19.730 -155.056 2014 08 23 04 48 320   5.7   6.7   MM  MM   MM  MM 1014.3    MM  25.5    MM    MM   MM     MM
IMGP4  17.969  -67.044 2014 08 23 04 55  60   3.6   5.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
IOSN3  42.967  -70.623 2014 08 23 05 00  30   6.2   6.7   MM  MM   MM  MM 1019.2  -0.3  16.5    MM  15.5   MM     MM
ITKA2  57.052 -135.342 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1022.2    MM  14.9  14.4    MM   MM     MM
JCRN4  39.535  -74.464 2014 08 23 04 30 360   2.1    MM   MM  MM   MM  MM 1016.0    MM  18.9    MM  17.6   MM     MM
JMLA2  58.286 -134.390 2014 08 23 04 50 100   1.5   3.1   MM  MM   MM  MM     MM    MM  15.3    MM  10.9   MM     MM
JMPN7  34.213  -77.786 2014 08 23 04 48 350   7.7  11.8   MM  MM   MM  MM 1014.2    MM  26.1  28.8    MM   MM     MM
JNEA2  58.298 -134.411 2014 08 23 04 48 120   0.5   2.1   MM  MM   MM  MM 1020.4    MM  15.2   9.2    MM   MM     MM
KATA1  30.258  -88.213 2014 08 23 04 00 240   4.1    MM   MM  MM   MM  MM 1016.9  +0.3  30.4    MM    MM   MM     MM
KDAA2  57.731 -152.511 2014 08 23 04 48  MM   0.0   0.5   MM  MM   MM  MM 1023.4    MM  14.9    MM    MM   MM     MM
KGCA2  55.062 -162.327 2014 08 23 04 48 110   5.7   9.8   MM  MM   MM  MM 1017.8    MM    MM  13.6    MM   MM     MM
KLIH1  20.895 -156.469 2014 08 23 04 48  50   4.6   6.7   MM  MM   MM  MM 1014.9    MM  25.7  27.4    MM   MM     MM
KNSW3  42.589  -87.809 2014 08 23 05 00  40   4.6   4.6   MM  MM   MM  MM 1015.6  +0.7  21.5    MM    MM   MM     MM
KPTN6  40.811  -73.765 2014 08 23 04 48 110   1.0   2.1   MM  MM   MM  MM 1017.1    MM  20.1  22.7    MM   MM     MM
KPTV2  37.165  -75.988 2014 08 23 04 48  60   1.5   2.1   MM  MM   MM  MM     MM    MM    MM  28.0    MM   MM     MM
KTNF1  29.819  -83.593 2014 08 23 05 00 300   4.1   5.1   MM  MM   MM  MM 1015.8  -0.3  30.2    MM  24.2   MM     MM
KWHH1  20.037 -155.829 2014 08 23 04 48 270   2.6   3.6   MM  MM   MM  MM     MM    MM  28.6  29.6    MM   MM     MM
KWNW3  44.465  -87.496 2014 08 23 04 48  30   0.5   2.6   MM  MM   MM  MM 1015.2    MM  19.4    MM    MM   MM     MM
KYWF1  24.556  -81.808 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1014.8    MM  29.0  31.4    MM   MM     MM
LAMV3  18.318  -64.724 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1012.8    MM  26.6  28.3    MM   MM     MM
LAPW1  47.913 -124.637 2014 08 23 04 36 340   2.1   3.1   MM  MM   MM  MM 1019.4    MM  11.4  11.0    MM   MM     MM
LCLL1  30.224  -93.222 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1017.5    MM  28.7  31.4    MM   MM     MM
LCNA2  56.057 -132.697 2014 08 23 04 00 310   3.1   5.1   MM  MM   MM  MM 1021.7  -0.7  18.3    MM  12.2   MM     MM
LDTM4  43.947  -86.441 2014 08 23 04 48  90   2.1   3.1   MM  MM   MM  MM     MM    MM  22.0    MM  19.4   MM     MM
LJAC1  32.867 -117.257 2014 08 23 04 48 300   1.0   1.0   MM  MM   MM  MM 1014.4    MM  20.8  21.7    MM   MM     MM
LJPC1  32.867 -117.257 2014 08 23 04 24 320   2.1   3.1  0.3  11   MM  MM     MM    MM    MM    MM    MM   MM     MM
LKWF1  26.613  -80.034 2014 08 23 04 48 150   4.1   5.1   MM  MM   MM  MM 1015.3    MM  29.2  30.6    MM   MM     MM
LMBV4  19.594  -96.379 2014 08 23 04 00 320   1.0   1.5   MM  MM   MM  MM 1016.4  +2.2  24.7    MM  23.5   MM     MM
LMFS1  34.107  -81.271 2014 08 23 04 20  MM   0.0   0.0   MM  MM   MM  MM 1013.9    MM  28.7    MM    MM   MM     MM
LNDC1  37.795 -122.281 2014 08 23 04 48 230   4.1   5.7   MM  MM   MM  MM 1013.7    MM  15.5    MM    MM   MM     MM
LONF1  24.844  -80.864 2014 08 23 05 00 100   6.7   8.8   MM  MM   MM  MM 1015.8  -1.5  29.9  31.8  21.8   MM     MM
LOPL1  28.885  -90.025 2014 08 23 04 47 200   3.6   4.1  0.3  MM   MM  MM     MM    MM  29.5    MM  24.0   MM     MM
LOPW1  46.106 -122.954 2014 08 23 04 48 260   3.1   4.6   MM  MM   MM  MM 1019.0    MM  17.5    MM    MM   MM     MM
LPNM4  45.063  -83.429 2014 08 23 04 48 270   0.5   1.0   MM  MM   MM  MM 1017.7    MM  17.2    MM  16.7   MM     MM
LPWA2  56.388 -134.637 2014 08 23 04 58 230   3.1   6.7   MM  MM   MM  MM 1021.0  -1.0  15.6    MM   8.3   MM     MM
LTBV3  17.695  -64.754 2014 08 23 04 48 150   3.6   5.7   MM  MM   MM  MM 1012.3    MM    MM  28.5    MM   MM     MM
LTJF1  30.379  -81.446 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  27.8    MM  23.7  5.9     MM
LTRM4  46.486  -84.302 2014 08 23 04 48  MM   0.0   0.5   MM  MM   MM  MM 1017.0    MM  17.2    MM  14.7   MM     MM
LUIT2  29.076  -95.122 2014 08 23 04 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  31.6    MM   MM     MM
LWSD1  38.783  -75.119 2014 08 23 04 48  80   5.1   6.2   MM  MM   MM  MM 1015.6    MM  22.7  24.4    MM   MM     MM
LWTV2  37.995  -76.465 2014 08 23 04 48 110   7.2   7.7   MM  MM   MM  MM 1015.1    MM  23.9  26.6    MM   MM     MM
LYBT2  29.765  -95.078 2014 08 23 04 48 170   2.6   4.1   MM  MM   MM  MM 1015.7    MM    MM  30.9    MM   MM     MM
MACM4  45.777  -84.721 2014 08 23 04 48 120   2.6   2.6   MM  MM   MM  MM 1016.8    MM  18.1    MM  17.1   MM     MM
MAXT2  28.132  -97.034 2014 08 23 04 00 140   7.2    MM   MM  MM   MM  MM 1017.0  +1.0  28.6    MM  24.3   MM     MM
MBLA1  30.437  -88.011 2014 08 23 04 30 270   3.1    MM   MM  MM   MM  MM 1015.9    MM  29.9    MM    MM   MM     MM
MBRM4  42.975  -82.419 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1016.0    MM  19.2    MM    MM   MM     MM
MCGA1  30.649  -88.058 2014 08 23 04 48 260   1.5   2.1   MM  MM   MM  MM 1015.6    MM  29.1  30.2    MM   MM     MM
MCGM4  46.546  -87.379 2014 08 23 04 48 230   0.5   1.0   MM  MM   MM  MM 1016.5    MM  17.7    MM  16.1   MM     MM
MCYF1  27.914  -82.425 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  32.3    MM   MM     MM
MCYI3  41.729  -86.912 2014 08 23 04 45 160   0.5   1.0   MM  MM   MM  MM     MM    MM  24.6    MM  23.1   MM     MM
MEEM4  44.248  -86.346 2014 08 23 04 40 130   3.1   4.6   MM  MM   MM  MM 1016.9    MM  22.5    MM    MM   MM     MM
MGIP4  17.970  -67.046 2014 08 23 04 48 130   1.0   2.6   MM  MM   MM  MM 1010.7    MM    MM  29.3    MM   MM     MM
MGPT2  29.682  -94.985 2014 08 23 04 48 190   2.6   4.1   MM  MM   MM  MM 1016.5    MM  28.9    MM    MM   MM     MM
MGZP4  18.218  -67.159 2014 08 23 04 48  MM   0.0   0.0   MM  MM   MM  MM     MM    MM  25.1  28.8    MM   MM     MM
MHPA1  30.667  -87.936 2014 08 23 04 30 240   2.1    MM   MM  MM   MM  MM 1016.3    MM  30.3    MM    MM   MM     MM
MISM1  43.784  -68.855 2014 08 23 05 00 360   5.7   5.7   MM  MM   MM  MM 1019.1  -0.6    MM    MM    MM   MM     MM
MISP4  18.090  -67.939 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1010.2    MM  26.5    MM    MM   MM     MM
MLRF1  25.012  -80.376 2014 08 23 05 00  70   5.7   6.2   MM  MM   MM  MM 1015.1  -1.6  29.5  30.6    MM   MM     MM
MLWW3  43.045  -87.880 2014 08 23 04 45  30   2.6   3.1   MM  MM   MM  MM     MM    MM  20.6    MM    MM   MM     MM
MNMM4  45.096  -87.590 2014 08 23 04 48 350   1.5   2.1   MM  MM   MM  MM 1017.0    MM  20.2    MM    MM   MM     MM
MNPV2  36.778  -76.302 2014 08 23 04 48  40   1.5   2.6   MM  MM   MM  MM 1014.3    MM  24.5  28.8    MM   MM     MM
MOKH1  21.433 -157.790 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1015.6    MM    MM  27.7    MM   MM     MM
MQTT2  27.581  -97.217 2014 08 23 04 48 130   4.6   5.7   MM  MM   MM  MM 1015.1    MM    MM  27.5    MM   MM     MM
MRCP1  39.809  -75.415 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1017.0    MM  21.6  25.5    MM   MM     MM
MRHO1  41.544  -82.731 2014 08 23 04 48  50   1.5   2.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MRKA2  61.082 -146.662 2014 08 23 05 00 220   6.2   6.2   MM  MM   MM  MM 1022.9  +0.3  14.0    MM    MM   MM     MM
MRNA2  58.198 -134.257 2014 08 23 05 00 260   0.5   1.0   MM  MM   MM  MM 1019.0  -0.6  16.4    MM   8.3   MM     MM
MROS1  33.656  -78.916 2014 08 23 04 48 210   4.1   5.1   MM  MM   MM  MM 1013.7    MM  29.1  29.1    MM   MM     MM
MRYA2  55.099 -131.182 2014 08 23 05 00 170   1.0   2.6   MM  MM   MM  MM 1020.3  -0.9  19.2    MM  15.1   MM     MM
MTBF1  27.661  -82.594 2014 08 23 04 48 130   3.1   3.1   MM  MM   MM  MM 1016.4    MM  27.6    MM  23.7  5.9     MM
MTKN6  41.048  -71.959 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1018.1    MM  19.3  20.7    MM   MM     MM
MTYC1  36.605 -121.889 2014 08 23 04 36 270   3.6   4.6   MM  MM   MM  MM 1014.8    MM  15.9  16.9    MM   MM     MM
MYPF1  30.398  -81.428 2014 08 23 04 48 230   2.1   2.6   MM  MM   MM  MM     MM    MM  28.3  28.5    MM   MM     MM
MZXC1  38.035 -122.125 2014 08 23 04 48 270   3.6   4.1   MM  MM   MM  MM 1012.1    MM  16.5  21.1  13.1  5.9     MM
NABM4  46.087  -85.444 2014 08 23 05 02  70   3.6   4.1   MM  MM   MM  MM 1016.9    MM  18.7    MM    MM   MM     MM
NAXR1  41.637  -71.339 2014 08 23 03 45  50   4.1    MM   MM  MM   MM  MM 1019.0    MM  19.0    MM  18.0   MM     MM
NBLP1  40.137  -74.752 2014 08 23 04 48 130   2.6   3.6   MM  MM   MM  MM 1017.3    MM  20.6  24.6    MM   MM     MM
NCHT2  29.726  -95.266 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1016.5    MM    MM  30.3    MM   MM     MM
NDBC2  27.500  -84.500 2014 08 23 04 40 110   1.0   1.0   MM  MM   MM  MM 1019.0    MM    MM    MM    MM   MM     MM
NFBF1  25.084  -81.096 2014 08 23 03 54  80   5.7   6.7   MM  MM   MM  MM 1015.8    MM  30.3    MM    MM   MM     MM
NFDF1  30.400  -81.627 2014 08 23 04 48 260   1.0   1.5   MM  MM   MM  MM     MM    MM  28.5    MM  21.7  5.9     MM
NIAN6  43.077  -79.014 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1015.5    MM    MM    MM    MM   MM     MM
NIWS1  33.349  -79.189 2014 08 23 03 45 220   1.5    MM   MM  MM   MM  MM 1014.0    MM  29.1    MM  27.0   MM     MM
NKLA2  52.972 -168.855 2014 08 23 04 50 110   9.3  12.4   MM  MM   MM  MM     MM    MM   9.7    MM   8.6   MM     MM
NKTA2  60.683 -151.399 2014 08 23 04 48 190   5.1   5.7   MM  MM   MM  MM 1023.2    MM  11.6  14.0    MM   MM     MM
NLNC3  41.361  -72.090 2014 08 23 04 48  40   1.5   2.6   MM  MM   MM  MM 1017.5    MM  18.9  20.9    MM   MM     MM
NMTA2  64.500 -165.430 2014 08 23 04 48 150   0.5   1.0   MM  MM   MM  MM 1022.3    MM    MM  12.8    MM   MM     MM
NOXN7  34.156  -77.851 2014 08 23 03 45 240   1.0    MM   MM  MM   MM  MM 1013.0    MM  23.5    MM  23.3   MM     MM
NPDW3  45.291  -86.977 2014 08 23 04 40  MM   0.0   1.5   MM  MM   MM  MM 1016.6    MM  19.4    MM    MM   MM     MM
NPSF1  26.132  -81.807 2014 08 23 04 48  80   2.1   3.1   MM  MM   MM  MM 1016.2    MM  26.1    MM    MM   MM     MM
NSTP6 -14.280 -170.688 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1012.6    MM    MM  28.6    MM   MM     MM
NTBC1  34.405 -119.692 2014 08 23 04 36 220   2.6   2.6   MM  MM   MM  MM 1014.8    MM  17.1    MM    MM   MM     MM
NTKM3  41.285  -70.096 2014 08 23 04 48  70   5.1   6.2   MM  MM   MM  MM 1017.6    MM  18.3  22.2    MM   MM     MM
NUET2  27.832  -97.486 2014 08 23 04 42 150   6.2   8.2   MM  MM   MM  MM 1015.8    MM    MM  29.5    MM   MM     MM
NWCL1  30.027  -90.113 2014 08 23 04 48 220   3.1   4.1   MM  MM   MM  MM 1017.3    MM  29.6  30.3    MM   MM     MM
NWHC3  41.283  -72.908 2014 08 23 04 48  50   3.1   4.1   MM  MM   MM  MM 1018.0    MM  19.9  23.5    MM   MM     MM
NWPO3  44.613 -124.067 2014 08 23 05 00 350   5.1   5.7   MM  MM   MM  MM 1019.0  +0.7  12.5    MM    MM   MM     MM
NWPR1  41.504  -71.326 2014 08 23 04 48  10   2.6   3.6   MM  MM   MM  MM 1018.0    MM  18.8  20.2    MM   MM     MM
NWWH1  21.954 -159.353 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  27.8    MM   MM     MM
OBGN6  44.702  -75.494 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1018.5    MM  18.6    MM    MM   MM     MM
OBLA1  30.705  -88.040 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1016.4    MM  29.6  31.3    MM   MM     MM
OBXC1  37.804 -122.341 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  15.7    MM  14.4  5.9     MM
OCIM2  38.328  -75.091 2014 08 23 04 48  70   2.6   4.6   MM  MM   MM  MM 1015.1    MM  22.9  24.4    MM   MM     MM
OCPN7  33.911  -78.147 2014 08 23 04 47 170   2.6   2.6   MM  MM   MM  MM 1013.1    MM  28.2  29.3    MM   MM     MM
OHBC1  33.720 -118.273 2014 08 23 04 48  MM    MM    MM   MM  MM   MM  MM 1014.4    MM    MM  19.7    MM   MM     MM
